id,First Party Collection/Use,Third Party Sharing/Collection,User Access/Edit/Deletion,Data Retention,Data Security,International/Specific Audiences,Do Not Track,Policy Change,User Choice/Control,Introductory/Generic,Practice not covered,Privacy contact information
1.0,0.8571428571428571,0.7619047619047619,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523,1.0,1.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,1.0
